ZCTA,COUNTY,STATE,COUNTYFP
82210,Platte County,WY,56031
82510,Fremont County,WY,56013
82520,Fremont County,WY,56013
82636,Natrona County,WY,56025
82643,Natrona County,WY,56025
15765,Indiana County,PA,42063
15771,Indiana County,PA,42063
15825,Jefferson County,PA,42065
15864,Jefferson County,PA,42065
15902,Cambria County,PA,42021
15957,Indiana County,PA,42063
16041,Butler County,PA,42019
16114,Mercer County,PA,42085
16153,Mercer County,PA,42085
16218,Armstrong County,PA,42005
16254,Clarion County,PA,42031
16316,Crawford County,PA,42039
16416,Warren County,PA,42123
16508,Erie County,PA,42049
16623,Huntingdon County,PA,42061
16639,Cambria County,PA,42021
16678,Huntingdon County,PA,42061
16733,McKean County,PA,42083
16832,Centre County,PA,42027
16845,Clinton County,PA,42035
16858,Clearfield County,PA,42033
16927,Potter County,PA,42105
16942,Tioga County,PA,42117
16948,Potter County,PA,42105
17036,Dauphin County,PA,42043
83612,Adams County,ID,16003
83627,Owyhee County,ID,16073
83638,Valley County,ID,16085
83706,Ada County,ID,16001
83802,Shoshone County,ID,16079
83812,Shoshone County,ID,16079
83841,Bonner County,ID,16017
99128,Whitman County,WA,53075
59847,Missoula County,MT,30063
83221,Bingham County,ID,16011
83223,Bear Lake County,ID,16007
83228,Franklin County,ID,16041
83252,Oneida County,ID,16071
83334,Twin Falls County,ID,16083
83421,Fremont County,ID,16043
83501,Nez Perce County,ID,16069
83525,Idaho County,ID,16049
83540,Nez Perce County,ID,16069
83629,Boise County,ID,16015
83657,Gem County,ID,16045
83712,Ada County,ID,16001
83201,Bannock County,ID,16005
83204,Power County,ID,16077
83213,Butte County,ID,16023
18350,Monroe County,PA,42089
18435,Pike County,PA,42103
18466,Monroe County,PA,42089
18519,Lackawanna County,PA,42069
18623,Bradford County,PA,42015
18810,Bradford County,PA,42015
18851,Bradford County,PA,42015
18923,Bucks County,PA,42017
19044,Montgomery County,PA,42091
19083,Delaware County,PA,42045
19087,Chester County,PA,42029
19153,Philadelphia County,PA,42101
19344,Chester County,PA,42029
19446,Montgomery County,PA,42091
19539,Berks County,PA,42011
19541,Berks County,PA,42011
19607,Berks County,PA,42011
19610,Berks County,PA,42011
15682,Armstrong County,PA,42005
15018,Allegheny County,PA,42003
15019,Washington County,PA,42125
15030,Allegheny County,PA,42003
15037,Allegheny County,PA,42003
15043,Beaver County,PA,42007
72550,Independence County,AR,05063
72642,Baxter County,AR,05005
72715,Benton County,AR,05007
72744,Washington County,AR,05143
72855,Logan County,AR,05083
72926,Scott County,AR,05127
38769,Bolivar County,MS,28011
72338,Tipton County,TN,47167
71603,Jefferson County,AR,05069
71642,Ashley County,AR,05003
71658,Ashley County,AR,05003
71833,Howard County,AR,05061
71943,Pike County,AR,05109
71956,Garland County,AR,05051
72019,Saline County,AR,05125
72048,Arkansas County,AR,05001
72076,Pulaski County,AR,05119
72136,White County,AR,05145
72206,Pulaski County,AR,05119
72392,St. Francis County,AR,05123
72444,Randolph County,AR,05121
72460,Randolph County,AR,05121
72513,Sharp County,AR,05135
17038,Lebanon County,PA,42075
17045,Perry County,PA,42099
17046,Lebanon County,PA,42075
17048,Dauphin County,PA,42043
17066,Huntingdon County,PA,42061
17111,Dauphin County,PA,42043
17239,Huntingdon County,PA,42061
17302,York County,PA,42133
17364,York County,PA,42133
17562,Lancaster County,PA,42071
17772,Montour County,PA,42093
17813,Snyder County,PA,42109
17867,Northumberland County,PA,42097
17960,Schuylkill County,PA,42107
18055,Northampton County,PA,42095
18071,Carbon County,PA,42025
18092,Lehigh County,PA,42077
18224,Luzerne County,PA,42079
18248,Schuylkill County,PA,42107
18346,Monroe County,PA,42089
18354,Monroe County,PA,42089
18445,Wayne County,PA,42127
18469,Wayne County,PA,42127
18661,Carbon County,PA,42025
83318,Cassia County,ID,16031
83433,Fremont County,ID,16043
83462,Lemhi County,ID,16059
83546,Clearwater County,ID,16035
83623,Elmore County,ID,16039
83660,Canyon County,ID,16027
83705,Ada County,ID,16001
83809,Bonner County,ID,16017
83827,Clearwater County,ID,16035
83850,Shoshone County,ID,16079
15227,Allegheny County,PA,42003
15301,Washington County,PA,42125
15317,Washington County,PA,42125
15367,Washington County,PA,42125
15436,Fayette County,PA,42051
15447,Fayette County,PA,42051
15451,Fayette County,PA,42051
15486,Fayette County,PA,42051
15522,Bedford County,PA,42009
15547,Somerset County,PA,42111
15650,Westmoreland County,PA,42129
15744,Jefferson County,PA,42065
15845,Elk County,PA,42047
15904,Cambria County,PA,42021
15104,Allegheny County,PA,42003
15120,Allegheny County,PA,42003
15146,Allegheny County,PA,42003
15212,Allegheny County,PA,42003
15310,Greene County,PA,42059
15327,Greene County,PA,42059
15360,Washington County,PA,42125
15431,Fayette County,PA,42051
15470,Fayette County,PA,42051
15489,Fayette County,PA,42051
15616,Westmoreland County,PA,42129
15628,Westmoreland County,PA,42129
15658,Westmoreland County,PA,42129
15724,Indiana County,PA,42063
15762,Cambria County,PA,42021
15779,Westmoreland County,PA,42129
15823,Elk County,PA,42047
15828,Forest County,PA,42053
16001,Butler County,PA,42019
16051,Butler County,PA,42019
16054,Clarion County,PA,42031
16116,Lawrence County,PA,42073
16127,Mercer County,PA,42085
16146,Mercer County,PA,42085
16224,Clarion County,PA,42031
71852,Howard County,AR,05061
71853,Little River County,AR,05081
71860,Lafayette County,AR,05073
71866,Little River County,AR,05081
71950,Pike County,AR,05109
72011,Saline County,AR,05125
72026,Arkansas County,AR,05001
72036,Woodruff County,AR,05147
72045,White County,AR,05145
72101,Woodruff County,AR,05147
72120,Pulaski County,AR,05119
72132,Jefferson County,AR,05069
72202,Pulaski County,AR,05119
72331,Crittenden County,AR,05035
72373,Cross County,AR,05037
72419,Craighead County,AR,05031
72479,Poinsett County,AR,05111
72528,Izard County,AR,05065
72537,Baxter County,AR,05005
72567,Stone County,AR,05137
72640,Newton County,AR,05101
72653,Baxter County,AR,05005
72753,Washington County,AR,05143
72933,Franklin County,AR,05047
18822,Susquehanna County,PA,42115
18825,Susquehanna County,PA,42115
18853,Bradford County,PA,42015
19010,Delaware County,PA,42045
19041,Delaware County,PA,42045
19060,Delaware County,PA,42045
19081,Delaware County,PA,42045
19131,Philadelphia County,PA,42101
19142,Philadelphia County,PA,42101
19330,Chester County,PA,42029
19428,Montgomery County,PA,42091
19475,Chester County,PA,42029
19601,Berks County,PA,42011
19605,Berks County,PA,42011
15003,Beaver County,PA,42007
15024,Allegheny County,PA,42003
15033,Washington County,PA,42125
15067,Washington County,PA,42125
15089,Westmoreland County,PA,42129
15135,Allegheny County,PA,42003
15147,Allegheny County,PA,42003
15218,Allegheny County,PA,42003
15920,Indiana County,PA,42063
15960,Cambria County,PA,42021
16002,Butler County,PA,42019
16059,Butler County,PA,42019
16101,Lawrence County,PA,42073
16130,Mercer County,PA,42085
16214,Clarion County,PA,42031
16321,Forest County,PA,42053
16335,Crawford County,PA,42039
16402,Warren County,PA,42123
16421,Erie County,PA,42049
16636,Cambria County,PA,42021
16668,Cambria County,PA,42021
16750,McKean County,PA,42083
16879,Clearfield County,PA,42033
17017,Northumberland County,PA,42097
17033,Dauphin County,PA,42043
17064,Lebanon County,PA,42075
17071,Perry County,PA,42099
17084,Mifflin County,PA,42087
17271,Franklin County,PA,42055
17350,Adams County,PA,42001
17517,Lancaster County,PA,42071
17701,Lycoming County,PA,42081
16232,Clarion County,PA,42031
16240,Armstrong County,PA,42005
16259,Armstrong County,PA,42005
16262,Armstrong County,PA,42005
16319,Venango County,PA,42121
16364,Venango County,PA,42121
16373,Venango County,PA,42121
16611,Huntingdon County,PA,42061
16726,McKean County,PA,42083
16865,Centre County,PA,42027
16922,Potter County,PA,42105
17022,Lancaster County,PA,42071
17044,Mifflin County,PA,42087
17052,Huntingdon County,PA,42061
17086,Snyder County,PA,42109
17110,Dauphin County,PA,42043
17215,Huntingdon County,PA,42061
17222,Franklin County,PA,42055
17241,Cumberland County,PA,42041
17264,Huntingdon County,PA,42061
17502,Lancaster County,PA,42071
17509,Lancaster County,PA,42071
17555,Lancaster County,PA,42071
17744,Lycoming County,PA,42081
17768,Sullivan County,PA,42113
05343,Windham County,VT,50025
05450,Franklin County,VT,50011
05471,Franklin County,VT,50011
05492,Lamoille County,VT,50015
05652,Lamoille County,VT,50015
05675,Orange County,VT,50017
05832,Caledonia County,VT,50005
05836,Caledonia County,VT,50005
05860,Orleans County,VT,50019
05907,Essex County,VT,50009
05731,Rutland County,VT,50021
05033,Orange County,VT,50017
05037,Windsor County,VT,50027
05043,Orange County,VT,50017
05142,Windsor County,VT,50027
05355,Windham County,VT,50025
05647,Washington County,VT,50023
05769,Addison County,VT,50001
05820,Orleans County,VT,50019
05902,Essex County,VT,50009
05035,Windsor County,VT,50027
05086,Orange County,VT,50017
05148,Windham County,VT,50025
05250,Bennington County,VT,50003
05446,Chittenden County,VT,50007
15241,Allegheny County,PA,42003
15330,Washington County,PA,42125
15419,Washington County,PA,42125
15536,Fulton County,PA,42057
15540,Somerset County,PA,42111
15544,Somerset County,PA,42111
15601,Westmoreland County,PA,42129
15644,Westmoreland County,PA,42129
15690,Armstrong County,PA,42005
15736,Armstrong County,PA,42005
15801,Clearfield County,PA,42033
15846,Elk County,PA,42047
15857,Elk County,PA,42047
15926,Somerset County,PA,42111
15944,Westmoreland County,PA,42129
15946,Cambria County,PA,42021
16036,Clarion County,PA,42031
16055,Butler County,PA,42019
16145,Mercer County,PA,42085
16210,Armstrong County,PA,42005
16258,Clarion County,PA,42031
16313,Warren County,PA,42123
16401,Erie County,PA,42049
16420,Warren County,PA,42123
17737,Lycoming County,PA,42081
17747,Clinton County,PA,42035
17754,Lycoming County,PA,42081
17815,Columbia County,PA,42037
17864,Snyder County,PA,42109
17870,Snyder County,PA,42109
17922,Schuylkill County,PA,42107
17967,Schuylkill County,PA,42107
17981,Schuylkill County,PA,42107
17985,Schuylkill County,PA,42107
18066,Lehigh County,PA,42077
18229,Carbon County,PA,42025
18302,Monroe County,PA,42089
18356,Monroe County,PA,42089
18451,Pike County,PA,42103
18460,Wayne County,PA,42127
18619,Sullivan County,PA,42113
18632,Sullivan County,PA,42113
18821,Susquehanna County,PA,42115
18854,Bradford County,PA,42015
19027,Montgomery County,PA,42091
19152,Philadelphia County,PA,42101
19310,Chester County,PA,42029
19355,Chester County,PA,42029
17771,Lycoming County,PA,42081
17812,Snyder County,PA,42109
17846,Columbia County,PA,42037
17862,Snyder County,PA,42109
17866,Northumberland County,PA,42097
17885,Union County,PA,42119
17976,Schuylkill County,PA,42107
18018,Lehigh County,PA,42077
18042,Northampton County,PA,42095
18072,Northampton County,PA,42095
18250,Carbon County,PA,42025
18254,Carbon County,PA,42025
18325,Monroe County,PA,42089
18334,Monroe County,PA,42089
18407,Lackawanna County,PA,42069
18443,Wayne County,PA,42127
18510,Lackawanna County,PA,42069
18621,Luzerne County,PA,42079
18830,Susquehanna County,PA,42115
18913,Bucks County,PA,42017
18947,Bucks County,PA,42017
19020,Bucks County,PA,42017
19054,Bucks County,PA,42017
19111,Philadelphia County,PA,42101
05464,Lamoille County,VT,50015
05474,Grand Isle County,VT,50013
05476,Franklin County,VT,50011
05491,Addison County,VT,50001
05677,Washington County,VT,50023
05759,Rutland County,VT,50021
05777,Rutland County,VT,50021
05850,Caledonia County,VT,50005
72524,Independence County,AR,05063
72538,Fulton County,AR,05049
72546,Cleburne County,AR,05023
72578,Fulton County,AR,05049
72634,Marion County,AR,05089
72686,Pope County,AR,05115
72719,Benton County,AR,05007
72758,Benton County,AR,05007
72821,Franklin County,AR,05047
72838,Yell County,AR,05149
72853,Yell County,AR,05149
72937,Sebastian County,AR,05131
71638,Drew County,AR,05043
71749,Union County,AR,05139
71758,Union County,AR,05139
71835,Nevada County,AR,05099
16509,Erie County,PA,42049
16511,Erie County,PA,42049
16622,Huntingdon County,PA,42061
16625,Bedford County,PA,42009
16674,Huntingdon County,PA,42061
16695,Bedford County,PA,42009
16822,Clinton County,PA,42035
16836,Clearfield County,PA,42033
16870,Centre County,PA,42027
16917,Tioga County,PA,42117
16943,Potter County,PA,42105
17090,Perry County,PA,42099
17094,Juniata County,PA,42067
17224,Franklin County,PA,42055
17233,Fulton County,PA,42057
17262,Franklin County,PA,42055
17363,York County,PA,42133
17560,Lancaster County,PA,42071
17727,Lycoming County,PA,42081
17765,Tioga County,PA,42117
17923,Schuylkill County,PA,42107
17968,Schuylkill County,PA,42107
18058,Monroe County,PA,42089
19440,Montgomery County,PA,42091
19462,Montgomery County,PA,42091
19530,Berks County,PA,42011
19551,Berks County,PA,42011
19602,Berks County,PA,42011
17014,Juniata County,PA,42067
15009,Beaver County,PA,42007
15050,Beaver County,PA,42007
15054,Washington County,PA,42125
15074,Beaver County,PA,42007
15084,Allegheny County,PA,42003
15209,Allegheny County,PA,42003
15232,Allegheny County,PA,42003
15323,Washington County,PA,42125
15340,Washington County,PA,42125
15368,Washington County,PA,42125
15478,Fayette County,PA,42051
15521,Bedford County,PA,42009
15542,Somerset County,PA,42111
15642,Westmoreland County,PA,42129
15656,Westmoreland County,PA,42129
15671,Westmoreland County,PA,42129
15683,Westmoreland County,PA,42129
19132,Philadelphia County,PA,42101
19343,Chester County,PA,42029
19510,Berks County,PA,42011
19523,Berks County,PA,42011
19525,Montgomery County,PA,42091
02815,Providence County,RI,44007
02838,Providence County,RI,44007
02881,Washington County,RI,44009
02909,Providence County,RI,44007
02817,Kent County,RI,44003
02896,Providence County,RI,44007
02910,Providence County,RI,44007
02812,Washington County,RI,44009
02816,Kent County,RI,44003
02864,Providence County,RI,44007
02825,Providence County,RI,44007
02891,Washington County,RI,44009
02804,Washington County,RI,44009
02874,Washington County,RI,44009
02903,Providence County,RI,44007
02830,Providence County,RI,44007
02839,Providence County,RI,44007
71647,Bradley County,AR,05011
71655,Drew County,AR,05043
71665,Cleveland County,AR,05025
71671,Bradley County,AR,05011
71725,Dallas County,AR,05039
71801,Hempstead County,AR,05057
71845,Lafayette County,AR,05073
72004,Jefferson County,AR,05069
72024,Lonoke County,AR,05085
72104,Hot Spring County,AR,05059
72113,Pulaski County,AR,05119
72129,Grant County,AR,05053
72212,Pulaski County,AR,05119
72342,Phillips County,AR,05107
72384,Crittenden County,AR,05035
72411,Craighead County,AR,05031
72466,Lawrence County,AR,05075
72522,Independence County,AR,05063
72543,Cleburne County,AR,05023
72619,Marion County,AR,05089
72628,Newton County,AR,05101
72668,Marion County,AR,05089
72704,Washington County,AR,05143
18244,Carbon County,PA,42025
18331,Monroe County,PA,42089
18411,Lackawanna County,PA,42069
18444,Lackawanna County,PA,42069
18464,Pike County,PA,42103
18651,Luzerne County,PA,42079
18832,Bradford County,PA,42015
18845,Bradford County,PA,42015
18972,Bucks County,PA,42017
19033,Delaware County,PA,42045
19078,Delaware County,PA,42045
19085,Delaware County,PA,42045
19311,Chester County,PA,42029
19373,Delaware County,PA,42045
19533,Berks County,PA,42011
15365,Washington County,PA,42125
15416,Fayette County,PA,42051
15001,Beaver County,PA,42007
15026,Beaver County,PA,42007
15090,Allegheny County,PA,42003
15102,Allegheny County,PA,42003
15206,Allegheny County,PA,42003
15213,Allegheny County,PA,42003
15221,Allegheny County,PA,42003
97394,Lincoln County,OR,41041
97435,Douglas County,OR,41019
97442,Douglas County,OR,41019
97463,Lane County,OR,41039
97497,Josephine County,OR,41033
97520,Jackson County,OR,41029
97543,Josephine County,OR,41033
97711,Jefferson County,OR,41031
97758,Harney County,OR,41025
97830,Wheeler County,OR,41069
97875,Umatilla County,OR,41059
97914,Malheur County,OR,41045
97001,Wasco County,OR,41065
97004,Clackamas County,OR,41005
97007,Washington County,OR,41067
97038,Clackamas County,OR,41005
97060,Multnomah County,OR,41051
97109,Washington County,OR,41067
97130,Tillamook County,OR,41057
97136,Tillamook County,OR,41057
97214,Multnomah County,OR,41051
97229,Washington County,OR,41067
97368,Lincoln County,OR,41041
97405,Lane County,OR,41039
02916,Providence County,RI,44007
02829,Providence County,RI,44007
02814,Providence County,RI,44007
02832,Washington County,RI,44009
02865,Providence County,RI,44007
02920,Providence County,RI,44007
02808,Washington County,RI,44009
02813,Washington County,RI,44009
02822,Washington County,RI,44009
02859,Providence County,RI,44007
02875,Washington County,RI,44009
02889,Kent County,RI,44003
02895,Providence County,RI,44007
84060,Summit County,UT,49043
84070,Salt Lake County,UT,49035
84086,Rich County,UT,49033
84108,Salt Lake County,UT,49035
84312,Box Elder County,UT,49003
84340,Box Elder County,UT,49003
84522,Emery County,UT,49015
84637,Millard County,UT,49027
84711,Sevier County,UT,49041
84721,Iron County,UT,49021
84733,Washington County,UT,49053
65729,Ozark County,MO,29153
71630,Desha County,AR,05041
71635,Ashley County,AR,05003
71651,Bradley County,AR,05011
71720,Ouachita County,AR,05103
71766,Calhoun County,AR,05013
71922,Pike County,AR,05109
71957,Montgomery County,AR,05097
71973,Polk County,AR,05113
72039,Faulkner County,AR,05045
72057,Grant County,AR,05053
72086,Lonoke County,AR,05085
72123,Woodruff County,AR,05147
72209,Pulaski County,AR,05119
72353,Phillips County,AR,05107
72410,Lawrence County,AR,05075
72428,Mississippi County,AR,05093
72453,Clay County,AR,05021
72471,Jackson County,AR,05067
